GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0029002	1576.59023863586	0.899996581225922	0.227269629972545	3.96003892528292	7.49375475742661e-05	0.00137348458488342	chr3L	271199	275018	+	protein_coding	miple2
FBgn0035390	1128.95326267508	0.393666140018443	0.0994258237082318	3.95939530934809	7.51397737046917e-05	0.00137427945522048	chr3L	3044112	3046812	-	protein_coding	scramb2
FBgn0038261	30.0185807402004	0.912980137630888	0.230891314033787	3.95415540619812	7.68054780972334e-05	0.00140178099371132	chr3R	14798985	14801163	+	protein_coding	CG14856
FBgn0031268	123.592142459467	0.69589601863194	0.176396322598713	3.94507101043736	7.97763339273857e-05	0.00145293697853855	chr2L	574290	575734	+	protein_coding	cold
FBgn0030863	1600.70211880656	0.377195668072914	0.0956347255419332	3.94412872453452	8.00906311611273e-05	0.00145559674406494	chrX	17698916	17703024	-	protein_coding	CG8188
FBgn0033402	1120.45947390438	-0.40233916585828	0.102410391241433	-3.92869474455735	8.54081706278095e-05	0.00154898550126034	chr2R	9302822	9308722	-	protein_coding	Myd88
FBgn0003041	1598.83730262158	0.390984878706112	0.0997537727287318	3.91949966413148	8.8732984919079e-05	0.00160256587168048	chr3L	7896108	7911954	-	protein_coding	pbl
FBgn0031538	217.538424428527	0.574680250634177	0.146606079552561	3.9198937205612	8.8588026481933e-05	0.00160256587168048	chr2L	3460321	3461952	-	protein_coding	CG3246
FBgn0039869	1638.84659237325	0.39553123189994	0.100931568065269	3.9188059740057	8.89887118402072e-05	0.00160383613777007	chr3R	31743489	31744248	+	protein_coding	CG1890
FBgn0028397	365.674523098217	-0.591612681400553	0.151015410795443	-3.91756495767122	8.944794686815e-05	0.00160876130635419	chrX	16074716	16091495	-	protein_coding	Tob
FBgn0052529	9981.62815534551	-0.371828995783499	0.0949842648154287	-3.91463782454945	9.05400086787775e-05	0.00162502409767656	chrX	19866145	19908108	+	protein_coding	Hers
FBgn0036560	18.8594507642336	0.912403261443257	0.233201837469345	3.91250459835332	9.13437983131168e-05	0.0016360563130575	chr3L	16035484	16037227	+	protein_coding	CG5895
FBgn0038912	598.431081569224	-0.496199418853479	0.126877610827201	-3.91085090283794	9.19715357045092e-05	0.00164389618880105	chr3R	21875292	21877788	+	protein_coding	CG6656
FBgn0031148	2746.02813483828	0.46142942003961	0.118051306016566	3.90871931543781	9.27866913496381e-05	0.00165504673580561	chrX	21045137	21049096	+	protein_coding	Cbs
FBgn0025740	660.420446032933	-0.539780866453697	0.138510922070402	-3.89702745736788	9.7380582281853e-05	0.00173341443893068	chr4	32477	43778	-	protein_coding	PlexB
FBgn0265274	47.2786469581832	0.865748051159894	0.222197996040105	3.89629099536808	9.76770224257742e-05	0.0017351209876907	chr3R	28853605	28859497	-	protein_coding	Inx3
FBgn0021795	2191.30282913519	0.379956819481215	0.097623890317429	3.89204751260953	9.94017718902924e-05	0.00176214083734205	chr2R	11370299	11371335	-	protein_coding	Tapdelta
FBgn0250785	1346.20613561664	0.402602414589925	0.103620535056441	3.88535355825593	0.000102181072033958	0.00180770645023674	chr2L	20788661	20797042	-	protein_coding	vari
FBgn0034804	40.6223571714031	-0.889086626007025	0.229351786915849	-3.87651928926648	0.000105961413163704	0.00187075956179429	chr2R	22938986	22941169	-	protein_coding	CG3831
FBgn0038804	107.490677815692	0.696076074094198	0.179695097699229	3.87365088422879	0.000107216974378792	0.00188567246378527	chr3R	20562485	20564067	-	protein_coding	CG10877
FBgn0039178	15.9107591790295	0.890130597310304	0.229794503012059	3.87359395304417	0.000107242035855087	0.00188567246378527	chr3R	24283954	24288617	+	protein_coding	CG6356
FBgn0027375	969.453789822952	-0.450853082495702	0.116474807795298	-3.87082057510723	0.000108469609914343	0.00190338863158009	chr3L	14628159	14632077	-	protein_coding	RecQ5
FBgn0026372	64726.4421097479	-0.337076342653066	0.0871850205960272	-3.86621853557749	0.000110535898524977	0.00193572076546472	chr3L	1666287	1668654	-	protein_coding	RpL23A
FBgn0263042	44.9886210173722	-0.867714997855279	0.224724818495909	-3.86123350176863	0.000112816021003338	0.0019676842695562	chr3L	620694	622316	-	protein_coding	CG43337
FBgn0001977	733.259769173816	0.420490011276795	0.108888021699091	3.86167371502816	0.000112612898077049	0.0019676842695562	chr2L	15036292	15038861	-	protein_coding	CIAPIN1
FBgn0053138	1557.93145140004	0.412373941935709	0.106872846179927	3.85854739230442	0.000114062951369535	0.00198542976317474	chr2R	13171400	13174796	+	protein_coding	AGBE
FBgn0036770	2150.99527103069	-0.380008333977533	0.0985025903690865	-3.8578511748133	0.00011438826035322	0.00198709405685885	chr3L	17898888	17907812	-	protein_coding	Prestin
FBgn0032436	17.4997653439949	0.888713957555873	0.230563781150098	3.8545254294616	0.000115954331490508	0.00201026236818514	chr2L	12451944	12453242	-	protein_coding	CG5418
FBgn0259714	120.642565862111	-0.750484831588568	0.195234487682386	-3.84401772708049	0.000121036256843951	0.00209416931591403	chr2L	6377770	6411326	-	protein_coding	DIP-epsilon
FBgn0015903	621.828506952724	-0.466242185454922	0.121324479028558	-3.84293581302067	0.000121571271845181	0.00209922769008516	chr2R	23564890	23599526	+	protein_coding	apt
FBgn0027578	1173.53526280966	-0.527643634884464	0.137323732793912	-3.84233390798022	0.000121869883074608	0.00210019194916022	chr3R	28883692	28886015	+	protein_coding	Nepl21
FBgn0003557	2606.17485387646	-0.338981837080037	0.0883030156459006	-3.83884779699224	0.000123613024017873	0.00212599656218414	chr2L	2037713	2044372	+	protein_coding	Su(dx)
FBgn0011206	288.410627384137	-0.598180175682608	0.155892944569751	-3.83712154089798	0.00012448486993406	0.00213674327341181	chr3L	9097628	9134405	-	protein_coding	bol
FBgn0036449	1586.28504180114	0.37193472610844	0.0970170211993824	3.83370589521674	0.000126227051225729	0.00216235687159165	chr3L	14776495	14786412	-	protein_coding	bmm
FBgn0262870	31.4299419247024	-0.8887784894009	0.231864330561798	-3.83318334151453	0.000126495602810898	0.00216267482197052	chr3L	4629603	4687317	-	protein_coding	axo
FBgn0038088	229.255543137421	-0.549063151495901	0.143269337440959	-3.83238424427118	0.000126907317716751	0.00216543433050811	chr3R	12855543	12859246	-	protein_coding	CG10126
FBgn0032482	3843.96507292695	-0.345208754866669	0.0901087187880074	-3.83102500523637	0.000127610534422473	0.00217314711277325	chr2L	13203761	13210828	+	protein_coding	Pect
FBgn0031769	1334.22993366018	0.352660312242413	0.0920834810092288	3.82978910416156	0.000128253127254761	0.00217979922177002	chr2L	6050799	6053877	+	protein_coding	CG9135
FBgn0037222	311.218080748223	-0.576279057605888	0.150610192386567	-3.82629520933596	0.000130086275065156	0.00220662032468366	chr3R	4241044	4242717	-	protein_coding	CG14642
FBgn0028434	83.6317534619059	0.755549401343239	0.197660383657145	3.82246248521802	0.000132125584607489	0.00223682667796357	chr2R	14852940	14853948	+	protein_coding	Ercc1
FBgn0039651	71.9251492937302	0.762951018058141	0.199642351720653	3.82158901396678	0.000132594536017894	0.00224038150603673	chr3R	29202659	29204133	-	protein_coding	Cyt-c1L
FBgn0263118	367.790783861871	0.473335751930395	0.124029477536339	3.81631658322283	0.000135458684006314	0.00228431398701485	chr3R	26440777	26448991	+	protein_coding	tx
FBgn0037046	25.1574965740063	0.890906456493363	0.233525499606409	3.81502858572158	0.000136167169932215	0.0022873440525895	chr3L	21033553	21034203	-	protein_coding	CG10581
FBgn0264702	74.5552308282802	0.799605046280111	0.209591889261736	3.8150572004319	0.000136151392055965	0.0022873440525895	chr3L	15108000	15108935	-	ncRNA	asRNA:CR43971
FBgn0266421	422.132416022361	0.495517581058767	0.129920316030721	3.81401151257666	0.000136729094277225	0.00229233216006255	chrX	11615096	11615840	-	protein_coding	RPA3
FBgn0034793	518.835062688207	0.500898659160685	0.131503190205847	3.80902287143458	0.000139517053474391	0.00233454938028425	chr2R	22886397	22887578	+	protein_coding	asrij
FBgn0001206	580.792474411254	0.424586717758449	0.111522249254129	3.80719291978168	0.000140553100449165	0.00234734531271376	chrX	10590919	10595855	-	protein_coding	Hmr
FBgn0051116	168.7036051339	0.59116423232005	0.155425704624304	3.803516501656	0.000142656486021393	0.00237788296834503	chr3R	11797243	11813207	-	protein_coding	ClC-a
FBgn0020391	219.335482102444	0.549271310227446	0.144481325057284	3.80167686038089	0.000143720092698819	0.00238184391175762	chr2R	13160062	13163484	+	protein_coding	Nrk
FBgn0011592	494.940104158516	0.448051700158909	0.117830166670062	3.80252114395718	0.000143231037998961	0.00238184391175762	chr2R	12529052	12564184	+	protein_coding	fra
FBgn0032601	253.943172295032	-0.711739204947184	0.187212470789208	-3.80177240301778	0.000143664670431439	0.00238184391175762	chr2L	16754335	16758283	+	protein_coding	yellow-b
FBgn0032078	4743.03585043467	0.352764453954204	0.0929324027198784	3.7959252492107	0.000147093818562487	0.00243309488409956	chr2L	8943454	8951216	-	protein_coding	C1GalTA
FBgn0039804	934.668064559931	-0.419145079357423	0.110452926231905	-3.79478474365988	0.000147771604686644	0.00243499457551267	chr3R	30827818	30842034	+	protein_coding	CG15544
FBgn0036059	778.053699376671	-0.446811317413325	0.117732319099931	-3.79514580897768	0.000147556711273453	0.00243499457551267	chr3L	9899240	9903031	+	protein_coding	nudE
FBgn0035312	222.592370214772	-0.568605578327328	0.149944053941812	-3.79211821595797	0.000149367776217055	0.00245661717120483	chr3L	2172994	2174332	-	protein_coding	CG15820
FBgn0039644	1033.90065934573	0.398949769816561	0.105233340319081	3.79109670572934	0.000149983536888036	0.00246206371464593	chr3R	29158121	29164966	+	protein_coding	rdog
FBgn0039876	243.316279114158	0.54552319987305	0.144028601537248	3.78760325414928	0.000152107480007803	0.00249220039687028	chr3R	31775048	31776652	-	protein_coding	CG2126
FBgn0026150	956.651250038639	0.384940812548	0.101667800990641	3.78626082985148	0.000152931150217234	0.00250095913143533	chr2L	16908228	16910418	-	protein_coding	ApepP
FBgn0028325	2668.15137514318	-0.36840655262869	0.0973703576866002	-3.78355961076427	0.000154601275218389	0.00252350119229111	chrX	4702283	4705265	+	protein_coding	Pdha
FBgn0035285	925.391993687974	0.376226157603988	0.0995403400013926	3.77963504644172	0.00015705839201484	0.00255877994222294	chr3L	1865429	1869491	+	protein_coding	CG12025
FBgn0050185	450.660310112524	0.452464921310899	0.11996798451629	3.77154724350196	0.00016223843276419	0.00263820428917859	chr2R	23544023	23544901	+	protein_coding	AIMP3
FBgn0051955	449.717778420434	-0.475659983591352	0.12621257392389	-3.76872104579842	0.000164086138691486	0.00266324425106951	chr2L	3711880	3713105	-	protein_coding	CG31955
FBgn0030672	5965.81651364365	-0.372761328855859	0.0989553416179567	-3.76696520633522	0.000165244019887044	0.00267701501131613	chrX	15705805	15710539	-	protein_coding	CG9281
FBgn0038595	142.248502305001	-0.641139093422125	0.170765368941556	-3.754503020115	0.000173685751005109	0.00280851482606579	chr3R	18278180	18279522	-	protein_coding	CG7142
FBgn0032881	206.600041577055	0.579333320154393	0.154485030991805	3.75009356204307	0.000176768602830154	0.0028530320579919	chr2L	20750933	20752341	-	protein_coding	Amacr
FBgn0265140	5192.95059225705	0.332647541460323	0.0888353790454044	3.74453900050683	0.000180725303546299	0.00291146108189764	chr3R	14664906	14697292	-	protein_coding	Meltrin
FBgn0036688	369.844438293038	0.517156006462732	0.13823883787632	3.74103265339531	0.000183265705971343	0.00294689892631614	chr3L	17024327	17027117	+	protein_coding	Fit2
FBgn0267975	1139.88814830893	-0.411933657562305	0.11041673618259	-3.73071756876705	0.000190935174307155	0.00306415918180523	chr3R	19215433	19226651	-	protein_coding	vib
FBgn0003890	1685.89067006599	-0.528853937285365	0.141773222170908	-3.7302808611335	0.000191266438351037	0.00306415918180523	chr3R	27967007	27988384	-	protein_coding	betaTub97EF
FBgn0028540	126.876453702988	-0.68038274576488	0.182447283796768	-3.72920183631109	0.000192087248844279	0.00307162068345999	chr2L	13774339	13780165	-	protein_coding	CG9008
FBgn0032420	135.240058573729	0.639020403700272	0.171425986453897	3.72767523127032	0.000193254188416271	0.00308457930625307	chr2L	12171203	12172586	-	protein_coding	CG6583
FBgn0262127	3412.76220438749	-0.43617548394378	0.117061310966183	-3.72604304824318	0.000194509199284544	0.00308752125323045	chr3R	14697688	14724261	-	protein_coding	kibra
FBgn0025682	8797.87815340482	-0.338079312152528	0.0907250817709112	-3.72641507236343	0.000194222472099972	0.00308752125323045	chr3L	1298671	1300389	+	protein_coding	scf
FBgn0035173	494.639590294733	0.454039193460583	0.121829558913085	3.72683934433762	0.000193895961130228	0.00308752125323045	chr3L	877290	882013	-	protein_coding	CG13907
FBgn0052687	317.3270739544	-0.478561577231531	0.128519050287444	-3.72366257112224	0.000196353322011797	0.00311108532733344	chrX	10482027	10487205	-	protein_coding	CG32687
FBgn0024273	1556.57732255846	-0.37437500833178	0.100562937211065	-3.72279309569121	0.000197030979281852	0.00311611517690549	chr3R	28824505	28832024	-	protein_coding	WASp
FBgn0034636	16.4482463299341	-0.845680896336989	0.227222858893178	-3.72181258723868	0.00019779781031838	0.00312253441070128	chr2R	21560245	21576035	-	protein_coding	twz
FBgn0034894	544.788924630891	-0.455143979301895	0.122379937448488	-3.71910616062761	0.000199929016368442	0.00315042972787503	chr2R	23698948	23702406	-	protein_coding	sigmar
FBgn0259935	53.952524842454	0.7913798996521	0.212850292264787	3.71801180647485	0.00020079688795571	0.00315835250491791	chr3L	7423826	7454717	+	protein_coding	CG42458
FBgn0036821	410.598239013373	-0.869527116376121	0.233998269052762	-3.71595533546472	0.000202437343809944	0.00317837651778552	chr3L	18878249	18890483	-	protein_coding	CG3961
FBgn0263257	81.2540892496189	-0.753041142968768	0.20275372561391	-3.71406809265115	0.000203953876711229	0.00319638584679139	chrX	15386037	15441252	-	protein_coding	Cngl
FBgn0035811	89.7354989598378	0.76293126993729	0.205597058792236	3.71080828888833	0.000206598524575338	0.00323197800379972	chr3L	7719349	7721472	+	protein_coding	Mcad
FBgn0029881	4431.47340026144	-0.444949041262977	0.119959486815593	-3.70916092652991	0.000207947233675789	0.0032472049070925	chrX	6600061	6653015	+	protein_coding	pigs
FBgn0266417	113.404704743918	-0.693427886961132	0.186985726715305	-3.70845357633585	0.000208528881089254	0.00325042045099664	chr3L	16354745	16359428	-	protein_coding	ringer
FBgn0050359	45.0039679120687	0.817649869868336	0.220713865765241	3.70456956581975	0.000211749991595489	0.00329469276491471	chr2R	8462752	8465092	+	protein_coding	Mal-A5
FBgn0027552	904.10727357135	-0.46622146489832	0.125871538829791	-3.70394665253728	0.000212270917272941	0.00329686841172031	chr3L	3941007	3942465	-	protein_coding	CG10863
FBgn0033356	853.660845075891	-0.472264081955376	0.127542748322865	-3.70279054015581	0.000213240934095859	0.00330599878290909	chr2R	8948112	8951086	-	protein_coding	CG8229
FBgn0031914	435.512086063389	-0.46645278652353	0.126495035635036	-3.68751851945669	0.000226451617335724	0.00350453120137987	chr2L	7437491	7445882	+	protein_coding	CG5973
FBgn0036196	190.660699508066	-0.607300722734374	0.164998176952276	-3.68065110749695	0.000232639144353555	0.00359385935321894	chr3L	11699495	11708553	-	protein_coding	CG11658
FBgn0034013	1528.63480876391	0.358835090517764	0.0979131236859681	3.66483140369046	0.000247501569510987	0.00381664184998136	chr2R	15340471	15368300	+	protein_coding	unc-5
FBgn0037074	2795.73959714356	-0.30548082053573	0.083390085870918	-3.66327504457296	0.000249010907837131	0.00383308427704452	chr3L	21337680	21343716	-	protein_coding	CG7324
FBgn0085354	151.828018566239	0.620911790847934	0.169636438777441	3.66025009321586	0.000251969196991426	0.00387173272321995	chrX	16714448	16721411	-	protein_coding	CG34325
FBgn0033502	85.0691964949956	-0.698339449416901	0.190887500649133	-3.65838227774016	0.000253812276480482	0.00389313830466782	chr2R	10265056	10269205	+	protein_coding	CG12910
FBgn0260429	80.7624219907811	-0.836399106762354	0.228774360746948	-3.65600019176761	0.000256181161885459	0.00392251899375418	chr2R	15613853	15657214	+	protein_coding	CG42524
FBgn0035708	1388.21995490781	-0.403595958247861	0.110494468138302	-3.65263496940582	0.000259563087675252	0.00396437920211175	chr3L	6609324	6619113	+	protein_coding	axed
FBgn0031688	31.9590312595118	0.844686923509624	0.231270934691761	3.65236956660994	0.000259831581042349	0.00396437920211175	chr2L	5207266	5209345	+	protein_coding	Cyp28d2
FBgn0039756	1755.76069612653	0.36399322069717	0.0996888193366649	3.65129432888464	0.000260922006567641	0.00397400753312793	chr3R	30196359	30202998	-	protein_coding	CG9743
FBgn0261109	353.972476089624	0.512636821310332	0.140422208260408	3.65068195167294	0.000261544949784776	0.00397649448258014	chr3L	15578768	15580537	-	protein_coding	mrn
FBgn0034970	1243.03082943287	-0.358006755846473	0.0981049017923444	-3.64922393586668	0.000263033739095454	0.00399211381914872	chr2R	24065974	24068485	-	protein_coding	yki
FBgn0031992	198.519336169728	0.591934146633092	0.162321558657666	3.6466760886733	0.000265654451979681	0.00402482778297061	chr2L	8161795	8162452	-	protein_coding	Acbp1
FBgn0004387	2151.15384709851	-0.344985717508568	0.0946345843730451	-3.64545075982635	0.000266923522429336	0.00403698495198634	chr3R	27547774	27559145	-	protein_coding	Klp98A
FBgn0029147	984.266892787678	0.496064429660439	0.136189181041675	3.64246576612162	0.000270038899551825	0.00407697472953375	chr2R	22127807	22130184	+	protein_coding	NtR
FBgn0014029	3209.29869957985	0.368013408097423	0.101168306340271	3.63763535646868	0.000275152598820756	0.00414694273936996	chr3R	20586128	20588356	-	protein_coding	Sep2
FBgn0013347	603.150129505286	0.432373309087946	0.119096771117201	3.63043687105888	0.000282941904191405	0.0042495319672914	chr3R	23890387	23891060	-	protein_coding	TfIIA-S
FBgn0033224	1467.09747163672	-0.354800835328947	0.0977245241680594	-3.63062228595544	0.000282738704858711	0.0042495319672914	chr2R	7800784	7806385	-	protein_coding	Nop17l
FBgn0031126	358.015503058304	-0.453635362546059	0.125048268677594	-3.6276820730373	0.000285977098895149	0.00428025585214867	chrX	20657121	20661425	+	protein_coding	Cyp6v1
FBgn0010314	332.037720189614	0.544245417960386	0.150014345609035	3.62795581816415	0.000285674131166783	0.00428025585214867	chr2L	9330762	9331981	+	protein_coding	Cks30A
FBgn0039209	1674.54604403036	-0.493802826123026	0.136236045664304	-3.62461214809327	0.00028939542290859	0.00431763565861384	chr3R	24557367	24582864	-	protein_coding	REPTOR
FBgn0030305	507.004915337997	0.456615008411264	0.125978639322533	3.62454310402756	0.000289472740954344	0.00431763565861384	chrX	11483517	11485060	+	protein_coding	Uba5
FBgn0025383	78.8863262908838	-0.728897743706807	0.201740743097845	-3.61304183039164	0.000302625859887033	0.00449907796795146	chrX	1472521	1473727	+	protein_coding	CG14780
FBgn0015288	8580.50783435834	-0.312671762420106	0.0865408171700838	-3.61299757322135	0.000302677537550312	0.00449907796795146	chrX	762559	765130	-	protein_coding	RpL22
FBgn0035132	1429.48199867265	-0.346723217407813	0.0960303685742358	-3.61055801988077	0.000305538941662772	0.00453382055630298	chr3L	332800	342915	-	protein_coding	mthl10
FBgn0031952	428.729114809331	-0.439837253957864	0.121866928166475	-3.60916009433693	0.000307189994360685	0.00454420549799756	chr2L	7801667	7810703	-	protein_coding	cdc14
FBgn0028394	149.702761502206	-0.610965974103987	0.169285972859147	-3.60907619092773	0.000307289355719405	0.00454420549799756	chr2L	8529140	8541439	+	protein_coding	CG17834
FBgn0054056	74.7456283763863	-0.720865961289533	0.200252905642036	-3.59977778588704	0.000318489235605707	0.00470179245260234	chr3L	895950	897364	+	protein_coding	CG34056
FBgn0031816	172.757101936185	0.588537197255075	0.163715481439622	3.59487809020754	0.00032454351173488	0.00478300838163279	chr2L	6459014	6465669	-	protein_coding	Rchy1
FBgn0287423	48732.4488501852	-0.726443440170621	0.202325904450708	-3.59046184492705	0.000330092550435513	0.00485651471737691	chr3L	13356375	13357223	+	protein_coding	Nplp2
FBgn0038043	377.567522107068	0.4819143259885	0.134279356157465	3.58889363025674	0.000332084292836531	0.00487752328918307	chr3R	12422767	12423606	+	protein_coding	CG17202
FBgn0265530	46.2772049678839	-0.812535231020001	0.227093105213054	-3.57798282892692	0.000346256192869761	0.00507705478731576	chr2R	16814394	16815495	-	ncRNA	lncRNA:CR44380
FBgn0086757	610.699893723324	-0.392316442801514	0.109830309393955	-3.57202346935306	0.000354233657310478	0.0051852375116632	chr2R	13450585	13453393	+	protein_coding	cbs
FBgn0025683	3193.5832204536	-0.296133360204615	0.0829266637069327	-3.57102706134623	0.00035558415015017	0.00519621365363027	chr2L	122623	130791	-	protein_coding	CG3164
FBgn0037718	2576.17250053402	-0.329700833181956	0.0924095608924125	-3.56782166258542	0.000359961354812643	0.00524246747556258	chr3R	9586941	9589581	+	protein_coding	P58IPK
FBgn0037028	318.401228967177	0.515427589249109	0.144462796771504	3.56789153171634	0.000359865408622617	0.00524246747556258	chr3L	20813352	20816075	-	protein_coding	CG3618
FBgn0030966	247.858850843008	0.511265267847761	0.143327880988893	3.56710267618747	0.000360950077063144	0.00524803212886263	chrX	18846388	18848566	-	protein_coding	shop
FBgn0033153	252.742347264717	0.548015691283145	0.153714095065019	3.56516226473142	0.000363631145558836	0.00527814268494882	chr2R	7249160	7250655	+	protein_coding	Gadd45
FBgn0035766	1626.54188757034	-0.333458306213533	0.0936166845550015	-3.56195380982137	0.000368105157296535	0.00533413352725682	chr3L	7335441	7339340	-	protein_coding	eco
FBgn0261550	10489.5229893034	-0.336516520997831	0.0945024717283068	-3.56092824709719	0.000369546067212222	0.005346058574336	chr3R	20309343	20324196	+	protein_coding	CG42668
FBgn0031988	1854.6928650985	-0.356185497429141	0.100070634052099	-3.55934086760858	0.000371786727637305	0.00536949412485864	chr2L	8127000	8133989	+	protein_coding	CG8668
FBgn0038465	6164.11825980966	-0.334522335558986	0.0940777508243211	-3.55580711303001	0.00037682047429206	0.00543312320516769	chr3R	17002874	17007208	+	protein_coding	Irc
FBgn0035850	1314.19050440021	-0.356202861149303	0.100208407114672	-3.55462052941015	0.000378524971581522	0.00544861818494467	chr3L	8186856	8191118	+	protein_coding	Atg18a
FBgn0027945	206.970149357044	0.539970037720075	0.152035579570198	3.55160311320917	0.000382891932964508	0.00550232244530891	chr3L	21280490	21281506	-	protein_coding	ppl
FBgn0000139	648.638301088125	-0.407348819022923	0.114736166912291	-3.55030876475345	0.00038477957441876	0.00552027876997793	chr3R	24650124	24653376	+	protein_coding	ash2
FBti0060355	83.9579211145661	0.700830886785625	0.197614239648191	3.54645944560119	0.00039044483273807	0.00559228186757789	chr2L	22191533	22191799	+	transposable_element	NA
FBgn0010768	336.304538579969	-0.479924826373171	0.135377049814792	-3.54509739302009	0.000392468042687946	0.00560375614026527	chr3R	19164210	19170576	+	protein_coding	sqz
FBgn0003279	63184.3672856885	-0.330690112878017	0.0932822643757109	-3.5450480870201	0.000392541465842186	0.00560375614026527	chr3R	27922820	27924888	+	protein_coding	RpL4
FBgn0034221	140.641568085875	-0.718103563458654	0.202635828404031	-3.54381339723814	0.000394384272501498	0.00562078804186237	chr2R	17453398	17455729	+	protein_coding	CG10764
FBgn0043362	1321.1799840029	-0.332606572260141	0.0938784001611303	-3.54295100565481	0.000395676205742786	0.00562992574980402	chr2L	5907168	5922776	+	protein_coding	bchs
FBgn0286198	4804.81238099601	-0.404480518099884	0.114250894416179	-3.54028316510584	0.000399697930769815	0.00567781083594363	chr2L	7791174	7795959	-	protein_coding	LKRSDH
FBgn0002780	3702.3902318318	-0.320333509164221	0.0905837326720905	-3.53632489758195	0.000405735371325608	0.00575412573334072	chr3R	32052059	32054974	+	protein_coding	mod
FBgn0035903	105.310962703977	-0.629798506395442	0.178231485450305	-3.53359848179599	0.000409943332550514	0.00580428767576841	chr3L	8512766	8518738	+	protein_coding	CG6765
FBgn0035644	395.272528459228	-0.474454045995288	0.134344615013458	-3.53161938011255	0.000413023382815887	0.0058383419685298	chr3L	5895690	5897435	-	protein_coding	DNApol-epsilon58
FBgn0034403	68.6265090213647	0.746429157878134	0.211677438559237	3.52625751217813	0.000421476935403511	0.00594811903454449	chr2R	18851906	18853043	-	protein_coding	CG18190
FBgn0000928	663.012708048194	0.421554032123225	0.119578238398959	3.52534071221855	0.000422938443228713	0.00595902357063778	chrX	2720467	2724158	+	protein_coding	fs(1)Yb
FBgn0035932	30.1064750155652	0.817899018736337	0.232157520868274	3.52303477258621	0.000426635381850418	0.00600133770469588	chr3L	8808543	8809307	+	protein_coding	CG13308
FBgn0033483	4853.15762229263	-0.286362809541121	0.0813009670025329	-3.52225588574118	0.000427890914189024	0.00600922775754748	chr2R	10078365	10084210	+	protein_coding	egr
FBgn0039590	1419.75697088498	0.376074523951289	0.106784602986494	3.52180476804183	0.000428619673482993	0.00600970631329233	chr3R	28607938	28635099	-	protein_coding	CG10011
FBgn0051216	1465.79692102131	0.339780189619312	0.0965032805893853	3.52091853814849	0.000430054711676751	0.00602007008206403	chr3R	19671449	19698742	+	protein_coding	Naam
FBgn0261811	4356.53281689011	0.36164039737902	0.102725260372581	3.52046221218969	0.00043079537120406	0.00602069589060795	chrX	19830214	19852059	-	protein_coding	pico
FBgn0004650	135.840778251201	-0.600850869668257	0.170743400560488	-3.51902836476188	0.000433130396663212	0.00604356622827975	chrX	1322512	1329438	+	protein_coding	fs(1)N
FBgn0050344	642.759863174284	-0.395136904895787	0.112393371075716	-3.51566023079417	0.000438661972404844	0.00611089327419373	chr2R	9145259	9148512	+	protein_coding	CG30344
FBgn0036290	1061.3465226113	0.389760377241996	0.11107990391477	3.50882890159009	0.000450084348982519	0.00625993521390317	chr3L	12498105	12501311	-	protein_coding	CG10638
FBgn0034950	91.3543741752648	0.669412335905199	0.190853566882543	3.5074656808336	0.000452396703314234	0.00627472718614426	chr2R	23988737	23992049	+	protein_coding	Pask
FBgn0032140	2122.35524846731	0.381209359993621	0.108688806258317	3.50734701315622	0.0004525985162587	0.00627472718614426	chr2L	9736644	9737949	+	protein_coding	CG13117
FBgn0051098	165.33508821135	-0.575119188280897	0.164246043217733	-3.50157103948305	0.00046252364619283	0.00640206730114268	chr3R	25291369	25292977	-	protein_coding	CG31098
FBgn0038745	1452.98351736528	-0.330127888326152	0.0943011147796216	-3.50078457818499	0.000463890661050437	0.00640528522858887	chr3R	19897371	19903689	-	protein_coding	CG4538
FBgn0029506	11976.9869059782	0.390989503857401	0.111692595921299	3.50058569802514	0.000464236948136079	0.00640528522858887	chr2R	7012253	7018362	+	protein_coding	Tsp42Ee
FBgn0010549	416.289033541807	-0.445327452237684	0.127234250788808	-3.50005953174407	0.000465154264249487	0.00640772219748776	chr2R	9390164	9395281	+	protein_coding	l(2)03659
FBti0019249	183.973846412622	-0.580498575654746	0.165904676495283	-3.49898862357416	0.000467026507149874	0.0064232850768737	chr2L	22182156	22182648	+	transposable_element	NA
FBgn0004872	982.892619996336	0.394152122659892	0.11285076567559	3.49268452278786	0.000478191086109247	0.00656639854909697	chr2L	10982204	10987420	-	protein_coding	piwi
FBgn0023129	344.511891864035	-0.44046942011512	0.126192493662544	-3.49045658209273	0.00048219595756187	0.00661089893639895	chr3L	9423252	9424781	+	protein_coding	aay
FBgn0029823	2253.03083881253	0.356913549339342	0.102327578890385	3.48795068943902	0.000486737836838696	0.00666260921913222	chrX	5913066	5916797	-	protein_coding	Shmt
FBgn0261445	6643.84547862227	-0.28903430019933	0.0832349923275305	-3.47250948329493	0.000515616795290347	0.00704676286896807	chr3L	6959553	6964758	-	protein_coding	sgl
FBgn0014033	6476.70028875081	-0.433040206925982	0.124805486590181	-3.46972091337572	0.000520999419554861	0.00710909460342129	chr2L	4121701	4124153	+	protein_coding	Sr-CI
FBgn0053558	2536.22978314616	0.413499719171566	0.119205499855474	3.4687973262383	0.000522793683304062	0.00712234355002117	chr2R	6924686	6971637	-	protein_coding	mim
